character,category,base_file,no_box_reason,face_detected,face_conf,head_detected,head_conf,image_size,match_status,match_threshold,match_box,diff_total,diff_no_box
avg_1042_phatm2_1,avg,avg_1042_phatm2_1$1.png,face置信度不足(0.649<=0.8),True,0.6489,True,0.844,"[1536, 1536]",ok,0.7068,"[496, 10, 774, 288]",12,12
avg_286_cast3_1,avg,avg_286_cast3_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.6056,"[625, 137, 765, 277]",0,0
avg_4000_jnight_1,avg,avg_4000_jnight_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.3604,"[527, 286, 792, 551]",7,7
avg_4093_frston_1,avg,avg_4093_frston_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.4866,"[883, 103, 1018, 238]",14,14
avg_4093_frston_1,avg,avg_4093_frston_1$2.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.4866,"[883, 103, 1018, 238]",14,14
avg_4166_varkis_1,avg,avg_4166_varkis_1$1.png,face未检出; head置信度不足(0.685<=0.7),False,,True,0.6845,"[1280, 1280]",ok,0.5941,"[540, 152, 709, 321]",32,32
avg_4166_varkis_1,avg,avg_4166_varkis_1$2.png,face未检出; head置信度不足(0.671<=0.7),False,,True,0.6713,"[1280, 1280]",ok,0.5941,"[540, 152, 709, 321]",32,32
avg_4188_confes_1,avg,avg_4188_confes_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.5446,"[164, 295, 339, 470]",2,2
avg_482_pallas_1,avg,avg_482_pallas_1.png,head置信度不足(0.653<=0.7),True,0.9601,True,0.6529,"[1024, 1024]",no_avatar,,,14,14
avg_6d5_1,avg,avg_6D5_1.png,face未检出; head未检出,False,,False,,"[1280, 720]",,,,4,4
avg_doc_1,avg,avg_doc_1.png,face未检出,False,,True,0.8056,"[1024, 1024]",,,,0,0
avg_npc_005,avg,avg_npc_005.png,face未检出,False,,True,0.8961,"[1024, 1024]",,,,0,0
avg_npc_006,avg,avg_npc_006.png,face未检出,False,,True,0.8956,"[1024, 1024]",,,,0,0
avg_npc_007,avg,avg_npc_007.png,face置信度不足(0.356<=0.8); head置信度不足(0.680<=0.7),True,0.3557,True,0.6796,"[1024, 1024]",,,,0,0
avg_npc_008,avg,avg_npc_008.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_009,avg,avg_npc_009.png,face未检出; head置信度不足(0.444<=0.7),False,,True,0.4442,"[1024, 1024]",,,,0,0
avg_npc_010,avg,avg_npc_010.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,1,1
avg_npc_011,avg,avg_npc_011.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,1,1
avg_npc_012,avg,avg_npc_012.png,face未检出,False,,True,0.8729,"[1024, 1024]",,,,0,0
avg_npc_013,avg,avg_npc_013.png,face未检出,False,,True,0.883,"[1024, 1024]",,,,0,0
avg_npc_014,avg,avg_npc_014.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_015,avg,avg_npc_015.png,face未检出,False,,True,0.8293,"[1024, 1024]",,,,0,0
avg_npc_016,avg,avg_npc_016.png,face未检出,False,,True,0.7728,"[1024, 1024]",,,,0,0
avg_npc_017_3,avg,avg_npc_017_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,5,5
avg_npc_020,avg,avg_npc_020.png,face置信度不足(0.544<=0.8),True,0.5445,True,0.8909,"[1024, 1024]",,,,0,0
avg_npc_025_1,avg,avg_npc_025_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,2,2
avg_npc_026,avg,avg_npc_026.png,face未检出,False,,True,0.8255,"[1024, 1024]",,,,0,0
avg_npc_028,avg,avg_npc_028.png,face未检出,False,,True,0.9049,"[1024, 1024]",,,,4,4
avg_npc_031,avg,avg_npc_031.png,face置信度不足(0.311<=0.8),True,0.3108,True,0.9086,"[1024, 1024]",,,,0,0
avg_npc_034,avg,avg_npc_034.png,face未检出; head置信度不足(0.493<=0.7),False,,True,0.4929,"[1024, 1024]",,,,13,13
avg_npc_035,avg,avg_npc_035.png,face未检出,False,,True,0.8724,"[1024, 1024]",,,,0,0
avg_npc_037,avg,avg_npc_037.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,1,1
avg_npc_038,avg,avg_npc_038.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_039_1,avg,avg_npc_039_1.png,face置信度不足(0.313<=0.8); head未检出,True,0.3131,False,,"[1024, 1024]",,,,0,0
avg_npc_040,avg,avg_npc_040.png,face未检出; head置信度不足(0.643<=0.7),False,,True,0.6425,"[1024, 1024]",,,,0,0
avg_npc_041,avg,avg_npc_041.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_043_1,avg,avg_npc_043_1.png,head置信度不足(0.655<=0.7),True,0.9985,True,0.6553,"[1024, 1024]",,,,1,1
avg_npc_044_1,avg,avg_npc_044_1.png,face置信度不足(0.731<=0.8),True,0.7309,True,0.8871,"[1024, 1024]",,,,2,2
avg_npc_048,avg,avg_npc_048.png,face未检出,False,,True,0.7575,"[1024, 1024]",,,,0,0
avg_npc_053,avg,avg_npc_053.png,face未检出,False,,True,0.7697,"[1024, 1024]",,,,0,0
avg_npc_054,avg,avg_npc_054.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_055,avg,avg_npc_055.png,face置信度不足(0.440<=0.8); head置信度不足(0.667<=0.7),True,0.4405,True,0.6667,"[1024, 1024]",,,,0,0
avg_npc_058,avg,avg_npc_058.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_058_2,avg,avg_npc_058_2.png,face置信度不足(0.736<=0.8),True,0.7365,True,0.8879,"[1024, 1024]",,,,0,0
avg_npc_059,avg,avg_npc_059.png,face未检出,False,,True,0.7184,"[1024, 1024]",,,,0,0
avg_npc_060,avg,avg_npc_060.png,face置信度不足(0.695<=0.8),True,0.6945,True,0.8892,"[1024, 1024]",,,,0,0
avg_npc_062,avg,avg_npc_062.png,face置信度不足(0.688<=0.8),True,0.6881,True,0.8758,"[1024, 1024]",,,,0,0
avg_npc_063,avg,avg_npc_063.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_066,avg,avg_npc_066_1.png,head置信度不足(0.435<=0.7),True,0.939,True,0.4351,"[1024, 1024]",,,,4,4
avg_npc_068,avg,avg_npc_068.png,head置信度不足(0.440<=0.7),True,0.9913,True,0.4398,"[1024, 1024]",,,,0,0
avg_npc_070,avg,avg_npc_070.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_071,avg,avg_npc_071.png,face未检出; head置信度不足(0.675<=0.7),False,,True,0.675,"[1024, 1024]",,,,0,0
avg_npc_074,avg,avg_npc_074.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_076,avg,avg_npc_076.png,face置信度不足(0.603<=0.8),True,0.6029,True,0.9025,"[1024, 1024]",,,,0,0
avg_npc_077,avg,avg_npc_077.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_081,avg,avg_npc_081.png,face置信度不足(0.506<=0.8),True,0.5057,True,0.8858,"[1024, 1024]",,,,0,0
avg_npc_082,avg,avg_npc_082.png,face未检出,False,,True,0.8246,"[1024, 1024]",,,,0,0
avg_npc_088,avg,avg_npc_088.png,face置信度不足(0.348<=0.8),True,0.3485,True,0.8833,"[1024, 1024]",,,,0,0
avg_npc_089,avg,avg_npc_089.png,face未检出,False,,True,0.779,"[1024, 1024]",,,,0,0
avg_npc_090,avg,avg_npc_090.png,face未检出,False,,True,0.8829,"[1024, 1024]",,,,0,0
avg_npc_091,avg,avg_npc_091.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_096,avg,avg_npc_096.png,face未检出,False,,True,0.8187,"[1024, 1024]",,,,0,0
avg_npc_1002_1,avg,avg_npc_1002_1$1.png,face未检出,False,,True,0.8014,"[1024, 1024]",,,,0,0
avg_npc_1006_1,avg,avg_npc_1006_1$1.png,head置信度不足(0.571<=0.7),True,0.9564,True,0.5709,"[1024, 1024]",,,,0,0
avg_npc_1007_1,avg,avg_npc_1007_1$1.png,face置信度不足(0.596<=0.8); head未检出,True,0.5964,False,,"[512, 512]",,,,0,0
avg_npc_1008_1,avg,avg_npc_1008_1$1.png,head未检出,True,0.9967,False,,"[512, 512]",,,,0,0
avg_npc_1009_1,avg,avg_npc_1009_1$1.png,head未检出,True,0.9947,False,,"[512, 512]",,,,0,0
avg_npc_101,avg,avg_npc_101.png,face置信度不足(0.540<=0.8); head未检出,True,0.5402,False,,"[1024, 1024]",,,,3,3
avg_npc_1010_1,avg,avg_npc_1010_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1011_1,avg,avg_npc_1011_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1012_1,avg,avg_npc_1012_1$1.png,head未检出,True,0.8237,False,,"[512, 512]",,,,0,0
avg_npc_1013_1,avg,avg_npc_1013_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1014_1,avg,avg_npc_1014_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_102,avg,avg_npc_102.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_102_2,avg,avg_npc_102_2.png,face未检出; head置信度不足(0.487<=0.7),False,,True,0.4865,"[1024, 1024]",,,,0,0
avg_npc_103,avg,avg_npc_103.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1038_1,avg,avg_npc_1038_1$1.png,face未检出,False,,True,0.9075,"[1024, 1024]",,,,10,10
avg_npc_103nc_1,avg,avg_npc_103nc_1.png,face未检出,False,,True,0.8884,"[1024, 1024]",,,,6,6
avg_npc_104,avg,avg_npc_104.png,face未检出,False,,True,0.7075,"[1024, 1024]",,,,0,0
avg_npc_105,avg,avg_npc_105.png,face未检出,False,,True,0.7552,"[1024, 1024]",,,,0,0
avg_npc_106,avg,avg_npc_106.png,face置信度不足(0.776<=0.8),True,0.7761,True,0.8847,"[1024, 1024]",,,,2,2
avg_npc_1066_1,avg,avg_npc_1066_1$1.png,face置信度不足(0.700<=0.8),True,0.7002,True,0.8717,"[1024, 1024]",,,,11,11
avg_npc_1068_1,avg,avg_npc_1068_1$1.png,head置信度不足(0.650<=0.7),True,0.9475,True,0.6499,"[1024, 1024]",,,,10,10
avg_npc_1071_1,avg,avg_npc_1071_1$1.png,head置信度不足(0.564<=0.7),True,0.944,True,0.5641,"[1816, 1816]",,,,10,10
avg_npc_1072_1,avg,avg_npc_1072_1$1.png,face置信度不足(0.552<=0.8),True,0.5515,True,0.8754,"[1024, 1024]",,,,5,5
avg_npc_109,avg,avg_npc_109.png,face置信度不足(0.681<=0.8),True,0.6812,True,0.8794,"[1024, 1024]",,,,3,3
avg_npc_1116_1,avg,avg_npc_1116_1$1.png,face置信度不足(0.726<=0.8); head置信度不足(0.684<=0.7),True,0.7258,True,0.6843,"[1024, 1024]",,,,22,22
avg_npc_1116_1,avg,avg_npc_1116_1$2.png,face置信度不足(0.630<=0.8); head置信度不足(0.635<=0.7),True,0.6303,True,0.6355,"[1024, 1024]",,,,22,22
avg_npc_1117_1,avg,avg_npc_1117_1$1.png,face置信度不足(0.608<=0.8),True,0.6076,True,0.8362,"[1024, 1024]",,,,11,11
avg_npc_1121_1,avg,avg_npc_1121_1$1.png,face置信度不足(0.799<=0.8),True,0.7989,True,0.7546,"[1024, 1024]",,,,10,10
avg_npc_1123_1,avg,avg_npc_1123_1$1.png,face置信度不足(0.386<=0.8),True,0.3861,True,0.9004,"[1024, 1024]",,,,11,11
avg_npc_1125_1,avg,avg_npc_1125_1$1.png,face未检出,False,,True,0.8156,"[1024, 1024]",,,,0,0
avg_npc_1126_1,avg,avg_npc_1126_1$1.png,face未检出,False,,True,0.8185,"[1024, 1024]",,,,0,0
avg_npc_1127_1,avg,avg_npc_1127_1$1.png,face未检出; head置信度不足(0.599<=0.7),False,,True,0.5994,"[1024, 1024]",,,,0,0
avg_npc_1128_1,avg,avg_npc_1128_1$1.png,face未检出; head置信度不足(0.463<=0.7),False,,True,0.4632,"[1024, 1024]",,,,0,0
avg_npc_1136_1,avg,avg_npc_1136_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1157_1,avg,avg_npc_1157_1$1.png,face未检出,False,,True,0.8956,"[1024, 1024]",,,,0,0
avg_npc_1158_1,avg,avg_npc_1158_1$1.png,face置信度不足(0.678<=0.8),True,0.6777,True,0.9096,"[1024, 1024]",,,,0,0
avg_npc_1160_1,avg,avg_npc_1160_1$1.png,face置信度不足(0.792<=0.8),True,0.7917,True,0.8753,"[1024, 1024]",,,,13,13
avg_npc_1163_1,avg,avg_npc_1163_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1163_1,avg,avg_npc_1163_1$2.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1187_1,avg,avg_npc_1187_1$1.png,head未检出,True,0.9847,False,,"[512, 512]",,,,0,0
avg_npc_1188_1,avg,avg_npc_1188_1$1.png,head未检出,True,0.816,False,,"[256, 256]",,,,8,8
avg_npc_1189_1,avg,avg_npc_1189_1$1.png,head未检出,True,0.9921,False,,"[512, 512]",,,,0,0
avg_npc_1190_1,avg,avg_npc_1190_1$1.png,head未检出,True,0.9813,False,,"[512, 512]",,,,0,0
avg_npc_121,avg,avg_npc_121.png,face置信度不足(0.609<=0.8); head未检出,True,0.6091,False,,"[1024, 1024]",,,,2,2
avg_npc_1214_1,avg,avg_npc_1214_1$1.png,face置信度不足(0.509<=0.8),True,0.5089,True,0.8904,"[1024, 1024]",,,,10,10
avg_npc_123,avg,avg_npc_123_1.png,face置信度不足(0.528<=0.8),True,0.5277,True,0.8808,"[1024, 1024]",,,,7,7
avg_npc_1236_1,avg,avg_npc_1236_1$1.png,head置信度不足(0.691<=0.7),True,0.8673,True,0.6908,"[1536, 1536]",,,,10,10
avg_npc_1237_1,avg,avg_npc_1237_1$1.png,face未检出,False,,True,0.8052,"[1024, 1024]",,,,0,0
avg_npc_1239_1,avg,avg_npc_1239_1$1.png,face置信度不足(0.369<=0.8),True,0.3689,True,0.798,"[1024, 1024]",,,,10,10
avg_npc_1243_1,avg,avg_npc_1243_1$1.png,face置信度不足(0.542<=0.8),True,0.5418,True,0.8055,"[1024, 1024]",,,,7,7
avg_npc_1244_1,avg,avg_npc_1244_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,4,4
avg_npc_1245_1,avg,avg_npc_1245_1$1.png,face未检出,False,,True,0.8709,"[1024, 1024]",,,,0,0
avg_npc_1251_1,avg,avg_npc_1251_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,5,5
avg_npc_1256_1,avg,avg_npc_1256_1$1.png,face未检出,False,,True,0.8988,"[1024, 1024]",,,,0,0
avg_npc_1294_1,avg,avg_npc_1294_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,2,2
avg_npc_1299_1,avg,avg_npc_1299_1$1.png,head置信度不足(0.551<=0.7),True,0.9812,True,0.5514,"[1024, 1024]",,,,10,10
avg_npc_130,avg,avg_npc_130.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1307_1,avg,avg_npc_1307_1$1.png,face未检出,False,,True,0.8877,"[1024, 1024]",,,,0,0
avg_npc_1308_1,avg,avg_npc_1308_1$1.png,face置信度不足(0.516<=0.8),True,0.5161,True,0.8999,"[1024, 1024]",,,,0,0
avg_npc_131,avg,avg_npc_131.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1311_1,avg,avg_npc_1311_1$1.png,face未检出,False,,True,0.8052,"[1024, 1024]",,,,0,0
avg_npc_133,avg,avg_npc_133.png,face置信度不足(0.754<=0.8),True,0.7536,True,0.8883,"[1024, 1024]",,,,0,0
avg_npc_1331_1,avg,avg_npc_1331_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1332_1,avg,avg_npc_1332_1$1.png,face未检出; head置信度不足(0.567<=0.7),False,,True,0.5669,"[1024, 1024]",,,,3,3
avg_npc_1332_1,avg,avg_npc_1332_1$2.png,face未检出; head置信度不足(0.573<=0.7),False,,True,0.5731,"[1024, 1024]",,,,3,3
avg_npc_1334_1,avg,avg_npc_1334_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1335_1,avg,avg_npc_1335_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1337_1,avg,avg_npc_1337_1$1.png,face置信度不足(0.483<=0.8),True,0.4829,True,0.9045,"[1024, 1024]",,,,0,0
avg_npc_1339_1,avg,avg_npc_1339_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_134,avg,avg_npc_134.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1340_1,avg,avg_npc_1340_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1341_1,avg,avg_npc_1341_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1360_1,avg,avg_npc_1360_1$1.png,face未检出,False,,True,0.8505,"[1024, 1024]",,,,0,0
avg_npc_1361_1,avg,avg_npc_1361_1$1.png,face未检出,False,,True,0.8784,"[1024, 1024]",,,,0,0
avg_npc_137,avg,avg_npc_137#1.png,face置信度不足(0.795<=0.8),True,0.7946,True,0.871,"[1024, 1024]",,,,8,8
avg_npc_1383_1,avg,avg_npc_1383_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,5,5
avg_npc_1388_1,avg,avg_npc_1388_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_1389_1,avg,avg_npc_1389_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_1390_1,avg,avg_npc_1390_1$1.png,face未检出; head置信度不足(0.565<=0.7),False,,True,0.565,"[1024, 1024]",,,,0,0
avg_npc_1391_1,avg,avg_npc_1391_1$1.png,face未检出,False,,True,0.7333,"[1024, 1024]",,,,0,0
avg_npc_1398_1,avg,avg_npc_1398_1$1.png,face未检出,False,,True,0.8339,"[1024, 1024]",,,,0,0
avg_npc_1399_1,avg,avg_npc_1399_1$1.png,face未检出,False,,True,0.7471,"[1024, 1024]",,,,0,0
avg_npc_1400_1,avg,avg_npc_1400_1$1.png,face未检出; head置信度不足(0.609<=0.7),False,,True,0.6085,"[1024, 1024]",,,,0,0
avg_npc_1401_1,avg,avg_npc_1401_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
